,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
7001,746400,38435,6085503313,"Census Tract 5033.13, Santa Clara County, California"
7002,477200,20070,6085503315,"Census Tract 5033.15, Santa Clara County, California"
7003,626500,13829,6085503321,"Census Tract 5033.21, Santa Clara County, California"
7004,557700,27023,6085503322,"Census Tract 5033.22, Santa Clara County, California"
7005,548200,45074,6085503323,"Census Tract 5033.23, Santa Clara County, California"
7006,685700,27774,6085503324,"Census Tract 5033.24, Santa Clara County, California"
7007,597200,25511,6085503325,"Census Tract 5033.25, Santa Clara County, California"
7008,921500,56513,6085503326,"Census Tract 5033.26, Santa Clara County, California"
7009,607100,23158,6085503327,"Census Tract 5033.27, Santa Clara County, California"
7010,820500,26264,6085503329,"Census Tract 5033.29, Santa Clara County, California"
7011,1027900,50201,6085503330,"Census Tract 5033.30, Santa Clara County, California"
7012,602800,38518,6085503331,"Census Tract 5033.31, Santa Clara County, California"
7013,674100,51720,6085503332,"Census Tract 5033.32, Santa Clara County, California"
7014,654800,68622,6085503333,"Census Tract 5033.33, Santa Clara County, California"
7015,1118600,43093,6085503334,"Census Tract 5033.34, Santa Clara County, California"
7016,469400,33481,6085503336,"Census Tract 5033.36, Santa Clara County, California"
7017,370100,36277,6085503337,"Census Tract 5033.37, Santa Clara County, California"
7018,387200,33605,6085503401,"Census Tract 5034.01, Santa Clara County, California"
7019,456100,34316,6085503402,"Census Tract 5034.02, Santa Clara County, California"
7020,343600,17351,6085503504,"Census Tract 5035.04, Santa Clara County, California"
7021,417200,44810,6085503506,"Census Tract 5035.06, Santa Clara County, California"
7022,400700,51802,6085503507,"Census Tract 5035.07, Santa Clara County, California"
7023,384500,31857,6085503508,"Census Tract 5035.08, Santa Clara County, California"
7024,442800,24451,6085503509,"Census Tract 5035.09, Santa Clara County, California"
7025,421800,27267,6085503510,"Census Tract 5035.10, Santa Clara County, California"
7026,441700,21444,6085503511,"Census Tract 5035.11, Santa Clara County, California"
7027,421400,38947,6085503601,"Census Tract 5036.01, Santa Clara County, California"
7028,388400,32451,6085503602,"Census Tract 5036.02, Santa Clara County, California"
7029,369300,19642,6085503703,"Census Tract 5037.03, Santa Clara County, California"
7030,336900,28907,6085503707,"Census Tract 5037.07, Santa Clara County, California"
7031,402200,36339,6085503708,"Census Tract 5037.08, Santa Clara County, California"
7032,420900,38069,6085503709,"Census Tract 5037.09, Santa Clara County, California"
7033,351400,40159,6085503710,"Census Tract 5037.10, Santa Clara County, California"
7034,392900,39469,6085503711,"Census Tract 5037.11, Santa Clara County, California"
7035,332800,32459,6085503712,"Census Tract 5037.12, Santa Clara County, California"
7036,215100,43324,6085503713,"Census Tract 5037.13, Santa Clara County, California"
7037,484300,57680,6085503802,"Census Tract 5038.02, Santa Clara County, California"
7038,569900,31843,6085503803,"Census Tract 5038.03, Santa Clara County, California"
7039,430200,55263,6085503804,"Census Tract 5038.04, Santa Clara County, California"
7040,448000,36630,6085503902,"Census Tract 5039.02, Santa Clara County, California"
7041,433700,29654,6085503903,"Census Tract 5039.03, Santa Clara County, California"
7042,356500,31845,6085504001,"Census Tract 5040.01, Santa Clara County, California"
7043,351500,33681,6085504002,"Census Tract 5040.02, Santa Clara County, California"
7044,455700,28354,6085504101,"Census Tract 5041.01, Santa Clara County, California"
7045,425500,41126,6085504102,"Census Tract 5041.02, Santa Clara County, California"
7046,651400,23268,6085504201,"Census Tract 5042.01, Santa Clara County, California"
7047,729600,48078,6085504202,"Census Tract 5042.02, Santa Clara County, California"
7048,618400,26300,6085504307,"Census Tract 5043.07, Santa Clara County, California"
7049,701200,34923,6085504308,"Census Tract 5043.08, Santa Clara County, California"
7050,629200,28376,6085504311,"Census Tract 5043.11, Santa Clara County, California"
7051,645000,16517,6085504314,"Census Tract 5043.14, Santa Clara County, California"
7052,545400,33934,6085504315,"Census Tract 5043.15, Santa Clara County, California"
7053,524100,36435,6085504316,"Census Tract 5043.16, Santa Clara County, California"
7054,584600,29768,6085504317,"Census Tract 5043.17, Santa Clara County, California"
7055,78000,6710,6085504318,"Census Tract 5043.18, Santa Clara County, California"
7056,577600,41580,6085504319,"Census Tract 5043.19, Santa Clara County, California"
7057,631500,20980,6085504320,"Census Tract 5043.20, Santa Clara County, California"
7058,570800,28030,6085504321,"Census Tract 5043.21, Santa Clara County, California"
7059,614300,24229,6085504322,"Census Tract 5043.22, Santa Clara County, California"
7060,597500,29564,6085504323,"Census Tract 5043.23, Santa Clara County, California"
7061,523200,43499,6085504410,"Census Tract 5044.10, Santa Clara County, California"
7062,579900,18742,6085504411,"Census Tract 5044.11, Santa Clara County, California"
7063,522400,49049,6085504412,"Census Tract 5044.12, Santa Clara County, California"
7064,616300,39619,6085504413,"Census Tract 5044.13, Santa Clara County, California"
7065,697300,44134,6085504414,"Census Tract 5044.14, Santa Clara County, California"
7066,701600,30725,6085504415,"Census Tract 5044.15, Santa Clara County, California"
7067,532400,32202,6085504416,"Census Tract 5044.16, Santa Clara County, California"
7068,869600,167508,6085504417,"Census Tract 5044.17, Santa Clara County, California"
7069,514200,46096,6085504418,"Census Tract 5044.18, Santa Clara County, California"
7070,744300,57952,6085504420,"Census Tract 5044.20, Santa Clara County, California"
7071,639900,28349,6085504421,"Census Tract 5044.21, Santa Clara County, California"
7072,495100,32422,6085504422,"Census Tract 5044.22, Santa Clara County, California"
7073,590700,30592,6085504423,"Census Tract 5044.23, Santa Clara County, California"
7074,519100,56052,6085504504,"Census Tract 5045.04, Santa Clara County, California"
7075,513300,53525,6085504505,"Census Tract 5045.05, Santa Clara County, California"
7076,362900,51738,6085504506,"Census Tract 5045.06, Santa Clara County, California"
7077,540800,37276,6085504507,"Census Tract 5045.07, Santa Clara County, California"
7078,90000,9689,6085504601,"Census Tract 5046.01, Santa Clara County, California"
7079,439700,117730,6085504602,"Census Tract 5046.02, Santa Clara County, California"
7081,231500,81088,6085504802,"Census Tract 5048.02, Santa Clara County, California"
7082,501300,78638,6085504803,"Census Tract 5048.03, Santa Clara County, California"
7083,150500,22782,6085504805,"Census Tract 5048.05, Santa Clara County, California"
7084,561600,29377,6085504806,"Census Tract 5048.06, Santa Clara County, California"
7085,760600,71216,6085504901,"Census Tract 5049.01, Santa Clara County, California"
7086,670300,56087,6085505001,"Census Tract 5050.01, Santa Clara County, California"
7087,555400,43840,6085505006,"Census Tract 5050.06, Santa Clara County, California"
7088,603800,25724,6085505007,"Census Tract 5050.07, Santa Clara County, California"
7090,72800,22804,6085505009,"Census Tract 5050.09, Santa Clara County, California"
7091,473800,44311,6085505100,"Census Tract 5051, Santa Clara County, California"
7092,566700,61065,6085505202,"Census Tract 5052.02, Santa Clara County, California"
7093,617900,26439,6085505203,"Census Tract 5052.03, Santa Clara County, California"
7094,536700,53180,6085505301,"Census Tract 5053.01, Santa Clara County, California"
7095,595300,43388,6085505302,"Census Tract 5053.02, Santa Clara County, California"
7096,603000,46123,6085505303,"Census Tract 5053.03, Santa Clara County, California"
7097,670000,23210,6085505304,"Census Tract 5053.04, Santa Clara County, California"
7098,684600,33774,6085505305,"Census Tract 5053.05, Santa Clara County, California"
7099,659000,41787,6085505401,"Census Tract 5054.01, Santa Clara County, California"
7100,589800,28286,6085505402,"Census Tract 5054.02, Santa Clara County, California"
7101,558000,97173,6085505403,"Census Tract 5054.03, Santa Clara County, California"
7102,662400,29550,6085505500,"Census Tract 5055, Santa Clara County, California"
7103,664900,45832,6085505600,"Census Tract 5056, Santa Clara County, California"
7104,681100,76749,6085505700,"Census Tract 5057, Santa Clara County, California"
7105,660300,28205,6085505800,"Census Tract 5058, Santa Clara County, California"
7106,733400,56063,6085505900,"Census Tract 5059, Santa Clara County, California"
7107,619900,26148,6085506000,"Census Tract 5060, Santa Clara County, California"
7108,795300,41455,6085506101,"Census Tract 5061.01, Santa Clara County, California"
7109,703600,54935,6085506102,"Census Tract 5061.02, Santa Clara County, California"
7110,868600,34320,6085506103,"Census Tract 5061.03, Santa Clara County, California"
7111,919300,32665,6085506202,"Census Tract 5062.02, Santa Clara County, California"
7112,523700,108289,6085506203,"Census Tract 5062.03, Santa Clara County, California"
7113,754300,71826,6085506204,"Census Tract 5062.04, Santa Clara County, California"
7114,625500,83092,6085506301,"Census Tract 5063.01, Santa Clara County, California"
7115,752500,58589,6085506302,"Census Tract 5063.02, Santa Clara County, California"
7116,612800,53595,6085506304,"Census Tract 5063.04, Santa Clara County, California"
7117,702700,73062,6085506305,"Census Tract 5063.05, Santa Clara County, California"
7118,744900,54503,6085506401,"Census Tract 5064.01, Santa Clara County, California"
7119,754400,66824,6085506402,"Census Tract 5064.02, Santa Clara County, California"
7120,471600,42112,6085506501,"Census Tract 5065.01, Santa Clara County, California"
7121,531600,63558,6085506502,"Census Tract 5065.02, Santa Clara County, California"
7122,684700,59061,6085506503,"Census Tract 5065.03, Santa Clara County, California"
7123,784900,52492,6085506601,"Census Tract 5066.01, Santa Clara County, California"
7124,762200,44311,6085506603,"Census Tract 5066.03, Santa Clara County, California"
7125,803900,49530,6085506604,"Census Tract 5066.04, Santa Clara County, California"
7126,745900,56877,6085506605,"Census Tract 5066.05, Santa Clara County, California"
7127,703500,38932,6085506606,"Census Tract 5066.06, Santa Clara County, California"
7128,823300,55543,6085506701,"Census Tract 5067.01, Santa Clara County, California"
7129,753300,61800,6085506702,"Census Tract 5067.02, Santa Clara County, California"
7130,716000,60803,6085506703,"Census Tract 5067.03, Santa Clara County, California"
7131,1202300,115241,6085506801,"Census Tract 5068.01, Santa Clara County, California"
7132,771500,39167,6085506802,"Census Tract 5068.02, Santa Clara County, California"
7133,784800,40001,6085506803,"Census Tract 5068.03, Santa Clara County, California"
7134,879000,35824,6085506804,"Census Tract 5068.04, Santa Clara County, California"
7135,1190900,90177,6085506900,"Census Tract 5069, Santa Clara County, California"
7136,1516600,133582,6085507001,"Census Tract 5070.01, Santa Clara County, California"
7137,1691200,91267,6085507002,"Census Tract 5070.02, Santa Clara County, California"
7138,1415600,145725,6085507100,"Census Tract 5071, Santa Clara County, California"
7139,952300,62797,6085507203,"Census Tract 5072.03, Santa Clara County, California"
7140,1135700,56218,6085507205,"Census Tract 5072.05, Santa Clara County, California"
7142,1712700,223755,6085507301,"Census Tract 5073.01, Santa Clara County, California"
7144,1520700,36817,6085507401,"Census Tract 5074.01, Santa Clara County, California"
7145,1240400,117120,6085507402,"Census Tract 5074.02, Santa Clara County, California"
7146,1698400,51353,6085507500,"Census Tract 5075, Santa Clara County, California"
7147,1911100,107142,6085507600,"Census Tract 5076, Santa Clara County, California"
7148,1241900,87029,6085507701,"Census Tract 5077.01, Santa Clara County, California"
7149,1405400,88845,6085507702,"Census Tract 5077.02, Santa Clara County, California"
7150,1300000,134257,6085507703,"Census Tract 5077.03, Santa Clara County, California"
7151,1021600,80857,6085507805,"Census Tract 5078.05, Santa Clara County, California"
7152,1344000,140641,6085507806,"Census Tract 5078.06, Santa Clara County, California"
7153,1140700,76509,6085507807,"Census Tract 5078.07, Santa Clara County, California"
7154,1176600,48388,6085507808,"Census Tract 5078.08, Santa Clara County, California"
7155,1067900,38683,6085507903,"Census Tract 5079.03, Santa Clara County, California"
7156,1160300,31584,6085507904,"Census Tract 5079.04, Santa Clara County, California"
7157,960800,94814,6085507905,"Census Tract 5079.05, Santa Clara County, California"
7158,1116800,44962,6085507906,"Census Tract 5079.06, Santa Clara County, California"
7159,993000,69797,6085508001,"Census Tract 5080.01, Santa Clara County, California"
7160,963700,88027,6085508003,"Census Tract 5080.03, Santa Clara County, California"
7161,1072500,76497,6085508004,"Census Tract 5080.04, Santa Clara County, California"
7162,1019500,63952,6085508101,"Census Tract 5081.01, Santa Clara County, California"
7163,885600,30129,6085508102,"Census Tract 5081.02, Santa Clara County, California"
7164,927900,54478,6085508202,"Census Tract 5082.02, Santa Clara County, California"
7165,1066600,48569,6085508203,"Census Tract 5082.03, Santa Clara County, California"
7166,984500,54209,6085508204,"Census Tract 5082.04, Santa Clara County, California"
7167,1121200,45713,6085508301,"Census Tract 5083.01, Santa Clara County, California"
7168,1197300,49353,6085508303,"Census Tract 5083.03, Santa Clara County, California"
7169,913900,69542,6085508304,"Census Tract 5083.04, Santa Clara County, California"
7170,969500,36533,6085508401,"Census Tract 5084.01, Santa Clara County, California"
7171,1040000,68594,6085508403,"Census Tract 5084.03, Santa Clara County, California"
7172,1033400,52960,6085508404,"Census Tract 5084.04, Santa Clara County, California"
7173,838600,45856,6085508503,"Census Tract 5085.03, Santa Clara County, California"
7174,741700,104506,6085508504,"Census Tract 5085.04, Santa Clara County, California"
7175,763800,46857,6085508505,"Census Tract 5085.05, Santa Clara County, California"
7176,420700,43409,6085508507,"Census Tract 5085.07, Santa Clara County, California"
7177,778200,44818,6085508508,"Census Tract 5085.08, Santa Clara County, California"
7178,844000,51629,6085508601,"Census Tract 5086.01, Santa Clara County, California"
7179,741200,65987,6085508602,"Census Tract 5086.02, Santa Clara County, California"
7180,670300,47980,6085508703,"Census Tract 5087.03, Santa Clara County, California"
7181,610400,56263,6085508704,"Census Tract 5087.04, Santa Clara County, California"
7182,639200,45277,6085508800,"Census Tract 5088, Santa Clara County, California"
7183,552400,32866,6085508900,"Census Tract 5089, Santa Clara County, California"
7184,527600,85636,6085509000,"Census Tract 5090, Santa Clara County, California"
7185,576400,40587,6085509102,"Census Tract 5091.02, Santa Clara County, California"
7186,528000,450850,6085509105,"Census Tract 5091.05, Santa Clara County, California"
7187,903500,40043,6085509106,"Census Tract 5091.06, Santa Clara County, California"
7189,652100,73973,6085509108,"Census Tract 5091.08, Santa Clara County, California"
7190,765100,57208,6085509109,"Census Tract 5091.09, Santa Clara County, California"
7191,626100,71670,6085509201,"Census Tract 5092.01, Santa Clara County, California"
7192,802100,58810,6085509202,"Census Tract 5092.02, Santa Clara County, California"
7193,925600,32716,6085509302,"Census Tract 5093.02, Santa Clara County, California"
7194,714200,69007,6085509303,"Census Tract 5093.03, Santa Clara County, California"
7195,681200,62836,6085509304,"Census Tract 5093.04, Santa Clara County, California"
7196,884100,130759,6085509401,"Census Tract 5094.01, Santa Clara County, California"
7197,364200,112855,6085509403,"Census Tract 5094.03, Santa Clara County, California"
7198,671100,40242,6085509404,"Census Tract 5094.04, Santa Clara County, California"
7199,869400,125267,6085509500,"Census Tract 5095, Santa Clara County, California"
7200,1117700,65787,6085509600,"Census Tract 5096, Santa Clara County, California"
7201,958800,68240,6085509700,"Census Tract 5097, Santa Clara County, California"
7202,1192200,53105,6085509801,"Census Tract 5098.01, Santa Clara County, California"
7203,1087900,64886,6085509802,"Census Tract 5098.02, Santa Clara County, California"
7204,1422500,62482,6085509901,"Census Tract 5099.01, Santa Clara County, California"
7205,1486800,90855,6085509902,"Census Tract 5099.02, Santa Clara County, California"
7206,1683100,55992,6085510001,"Census Tract 5100.01, Santa Clara County, California"
7207,1648900,68838,6085510002,"Census Tract 5100.02, Santa Clara County, California"
7208,1827500,125168,6085510100,"Census Tract 5101, Santa Clara County, California"
7209,1976200,130448,6085510200,"Census Tract 5102, Santa Clara County, California"
7211,1751600,154680,6085510400,"Census Tract 5104, Santa Clara County, California"
7212,1914700,110293,6085510500,"Census Tract 5105, Santa Clara County, California"
7213,1249400,173609,6085510600,"Census Tract 5106, Santa Clara County, California"
7214,1063700,75542,6085510700,"Census Tract 5107, Santa Clara County, California"
7215,1327300,139306,6085510801,"Census Tract 5108.01, Santa Clara County, California"
7216,1623900,80306,6085510802,"Census Tract 5108.02, Santa Clara County, California"
7217,1466500,208495,6085510803,"Census Tract 5108.03, Santa Clara County, California"
7218,1646000,120136,6085510900,"Census Tract 5109, Santa Clara County, California"
7219,1549800,140838,6085511000,"Census Tract 5110, Santa Clara County, California"
7220,1755500,133540,6085511100,"Census Tract 5111, Santa Clara County, California"
7222,1745700,420158,6085511301,"Census Tract 5113.01, Santa Clara County, California"
7223,1312500,488479,6085511302,"Census Tract 5113.02, Santa Clara County, California"
7225,1407200,130479,6085511500,"Census Tract 5115, Santa Clara County, California"
7227,1572200,342868,6085511609,"Census Tract 5116.09, Santa Clara County, California"
7229,1958300,131430,6085511702,"Census Tract 5117.02, Santa Clara County, California"
7231,1775000,526083,6085511705,"Census Tract 5117.05, Santa Clara County, California"
7232,1646700,183386,6085511707,"Census Tract 5117.07, Santa Clara County, California"
7233,823100,48894,6085511800,"Census Tract 5118, Santa Clara County, California"
7234,926300,54987,6085511905,"Census Tract 5119.05, Santa Clara County, California"
7235,898900,28966,6085511907,"Census Tract 5119.07, Santa Clara County, California"
7236,1097600,46245,6085511909,"Census Tract 5119.09, Santa Clara County, California"
7237,1168800,58646,6085511910,"Census Tract 5119.10, Santa Clara County, California"
7238,941200,65006,6085511911,"Census Tract 5119.11, Santa Clara County, California"
7239,1029400,41540,6085511912,"Census Tract 5119.12, Santa Clara County, California"
7240,912800,22292,6085511913,"Census Tract 5119.13, Santa Clara County, California"
7241,913400,22413,6085511914,"Census Tract 5119.14, Santa Clara County, California"
7242,588500,56894,6085511915,"Census Tract 5119.15, Santa Clara County, California"
7243,780700,44423,6085511916,"Census Tract 5119.16, Santa Clara County, California"
7244,645400,31195,6085512001,"Census Tract 5120.01, Santa Clara County, California"
7245,621300,21436,6085512005,"Census Tract 5120.05, Santa Clara County, California"
7246,457200,41232,6085512017,"Census Tract 5120.17, Santa Clara County, California"
7247,605100,26433,6085512019,"Census Tract 5120.19, Santa Clara County, California"
7248,586400,39914,6085512020,"Census Tract 5120.20, Santa Clara County, California"
7249,499000,53932,6085512021,"Census Tract 5120.21, Santa Clara County, California"
7250,118800,11738,6085512022,"Census Tract 5120.22, Santa Clara County, California"
7251,287500,25209,6085512023,"Census Tract 5120.23, Santa Clara County, California"
7252,561000,48415,6085512024,"Census Tract 5120.24, Santa Clara County, California"
7253,684100,27692,6085512025,"Census Tract 5120.25, Santa Clara County, California"
7254,429500,38925,6085512026,"Census Tract 5120.26, Santa Clara County, California"
7255,627700,57177,6085512027,"Census Tract 5120.27, Santa Clara County, California"
7256,538700,32767,6085512029,"Census Tract 5120.29, Santa Clara County, California"
7257,651400,18351,6085512030,"Census Tract 5120.30, Santa Clara County, California"
7258,602800,23136,6085512031,"Census Tract 5120.31, Santa Clara County, California"
7259,564500,26791,6085512032,"Census Tract 5120.32, Santa Clara County, California"
7260,603400,25640,6085512033,"Census Tract 5120.33, Santa Clara County, California"
7261,487400,27157,6085512034,"Census Tract 5120.34, Santa Clara County, California"
7262,608600,18907,6085512035,"Census Tract 5120.35, Santa Clara County, California"
7263,685600,43497,6085512036,"Census Tract 5120.36, Santa Clara County, California"
7264,601200,18744,6085512037,"Census Tract 5120.37, Santa Clara County, California"
7265,339600,137830,6085512038,"Census Tract 5120.38, Santa Clara County, California"
7266,494400,32102,6085512039,"Census Tract 5120.39, Santa Clara County, California"
7267,513700,51762,6085512042,"Census Tract 5120.42, Santa Clara County, California"
7268,318100,40300,6085512043,"Census Tract 5120.43, Santa Clara County, California"
7269,579400,23282,6085512045,"Census Tract 5120.45, Santa Clara County, California"
7270,646400,21987,6085512047,"Census Tract 5120.47, Santa Clara County, California"
7271,363700,71907,6085512052,"Census Tract 5120.52, Santa Clara County, California"
7272,608000,29832,6085512053,"Census Tract 5120.53, Santa Clara County, California"
7273,859200,100821,6085512100,"Census Tract 5121, Santa Clara County, California"
7274,837000,46212,6085512200,"Census Tract 5122, Santa Clara County, California"
7275,890300,58394,6085512305,"Census Tract 5123.05, Santa Clara County, California"
7276,584200,34904,6085512307,"Census Tract 5123.07, Santa Clara County, California"
7277,803100,52259,6085512308,"Census Tract 5123.08, Santa Clara County, California"
7278,689500,37613,6085512309,"Census Tract 5123.09, Santa Clara County, California"
7279,500700,72992,6085512310,"Census Tract 5123.10, Santa Clara County, California"
7280,537900,59391,6085512311,"Census Tract 5123.11, Santa Clara County, California"
7281,537900,56765,6085512312,"Census Tract 5123.12, Santa Clara County, California"
7282,576500,86751,6085512313,"Census Tract 5123.13, Santa Clara County, California"
7283,494100,53201,6085512314,"Census Tract 5123.14, Santa Clara County, California"
7284,765400,91762,6085512401,"Census Tract 5124.01, Santa Clara County, California"
7285,761600,57995,6085512402,"Census Tract 5124.02, Santa Clara County, California"
7286,565900,33015,6085512503,"Census Tract 5125.03, Santa Clara County, California"
7287,444400,32035,6085512505,"Census Tract 5125.05, Santa Clara County, California"
7288,408000,33731,6085512506,"Census Tract 5125.06, Santa Clara County, California"
7289,449800,39614,6085512508,"Census Tract 5125.08, Santa Clara County, California"
7290,429300,41730,6085512509,"Census Tract 5125.09, Santa Clara County, California"
7291,510700,59210,6085512510,"Census Tract 5125.10, Santa Clara County, California"
7292,841900,69123,6085512602,"Census Tract 5126.02, Santa Clara County, California"
7293,289100,24355,6085512603,"Census Tract 5126.03, Santa Clara County, California"
7294,245500,27985,6085512604,"Census Tract 5126.04, Santa Clara County, California"
7295,864600,793883,6085513000,"Census Tract 5130, Santa Clara County, California"
7296,839300,217471,6085513500,"Census Tract 5135, Santa Clara County, California"
7297,678300,25781,6087100100,"Census Tract 1001, Santa Cruz County, California"
7298,592200,36509,6087100200,"Census Tract 1002, Santa Cruz County, California"
7299,868100,54771,6087100300,"Census Tract 1003, Santa Cruz County, California"
7300,362800,49302,6087100400,"Census Tract 1004, Santa Cruz County, California"
7301,672600,54513,6087100500,"Census Tract 1005, Santa Cruz County, California"
7302,682500,38102,6087100600,"Census Tract 1006, Santa Cruz County, California"
7303,489600,104147,6087100700,"Census Tract 1007, Santa Cruz County, California"
7304,570000,76218,6087100800,"Census Tract 1008, Santa Cruz County, California"
7305,684200,52529,6087100900,"Census Tract 1009, Santa Cruz County, California"
7306,547300,74311,6087101000,"Census Tract 1010, Santa Cruz County, California"
7307,699400,47828,6087101100,"Census Tract 1011, Santa Cruz County, California"
7308,721800,91479,6087101200,"Census Tract 1012, Santa Cruz County, California"
7309,331500,16597,6087110100,"Census Tract 1101, Santa Cruz County, California"
7310,386900,37341,6087110200,"Census Tract 1102, Santa Cruz County, California"
7311,343800,122745,6087110300,"Census Tract 1103, Santa Cruz County, California"
7312,371100,24019,6087110400,"Census Tract 1104, Santa Cruz County, California"
7313,259500,52381,6087110501,"Census Tract 1105.01, Santa Cruz County, California"
7314,308400,32526,6087110502,"Census Tract 1105.02, Santa Cruz County, California"
7315,290000,86572,6087110600,"Census Tract 1106, Santa Cruz County, California"
7316,417800,24203,6087110700,"Census Tract 1107, Santa Cruz County, California"
7317,643700,28258,6087120200,"Census Tract 1202, Santa Cruz County, California"
7318,518900,52410,6087120301,"Census Tract 1203.01, Santa Cruz County, California"
7319,463000,43784,6087120302,"Census Tract 1203.02, Santa Cruz County, California"
7320,495500,54422,6087120400,"Census Tract 1204, Santa Cruz County, California"
7321,674600,101342,6087120500,"Census Tract 1205, Santa Cruz County, California"
7322,430000,40494,6087120600,"Census Tract 1206, Santa Cruz County, California"
7323,477500,30800,6087120700,"Census Tract 1207, Santa Cruz County, California"
7324,749100,57470,6087120800,"Census Tract 1208, Santa Cruz County, California"
7325,622600,64366,6087120900,"Census Tract 1209, Santa Cruz County, California"
7326,884200,70553,6087121000,"Census Tract 1210, Santa Cruz County, California"
7327,649600,50326,6087121100,"Census Tract 1211, Santa Cruz County, California"
7328,828300,44037,6087121200,"Census Tract 1212, Santa Cruz County, California"
7329,628300,30192,6087121300,"Census Tract 1213, Santa Cruz County, California"
7330,555600,42847,6087121401,"Census Tract 1214.01, Santa Cruz County, California"
7331,511700,55052,6087121402,"Census Tract 1214.02, Santa Cruz County, California"
7332,447900,78260,6087121403,"Census Tract 1214.03, Santa Cruz County, California"
7333,542900,121559,6087121500,"Census Tract 1215, Santa Cruz County, California"
7334,703700,137054,6087121600,"Census Tract 1216, Santa Cruz County, California"
7335,475500,58462,6087121700,"Census Tract 1217, Santa Cruz County, California"
7336,557800,63387,6087121800,"Census Tract 1218, Santa Cruz County, California"
7337,697800,51605,6087122001,"Census Tract 1220.01, Santa Cruz County, California"
7338,817600,62094,6087122002,"Census Tract 1220.02, Santa Cruz County, California"
7339,497200,57954,6087122003,"Census Tract 1220.03, Santa Cruz County, California"
7340,587800,40055,6087122100,"Census Tract 1221, Santa Cruz County, California"
7341,673600,34820,6087122201,"Census Tract 1222.01, Santa Cruz County, California"
7342,717100,46138,6087122202,"Census Tract 1222.02, Santa Cruz County, California"
7343,719100,53413,6087122203,"Census Tract 1222.03, Santa Cruz County, California"
7344,788300,81794,6087122300,"Census Tract 1223, Santa Cruz County, California"
7345,657600,67135,6087122400,"Census Tract 1224, Santa Cruz County, California"
7346,347200,23661,6087122500,"Census Tract 1225, Santa Cruz County, California"
7347,374100,33514,6087123100,"Census Tract 1231, Santa Cruz County, California"
7348,551100,99609,6087123300,"Census Tract 1233, Santa Cruz County, California"
7350,179500,35175,6089010100,"Census Tract 101, Shasta County, California"
7351,185900,15705,6089010200,"Census Tract 102, Shasta County, California"
7352,180900,11284,6089010300,"Census Tract 103, Shasta County, California"
7353,210200,16933,6089010400,"Census Tract 104, Shasta County, California"
7354,183100,31191,6089010500,"Census Tract 105, Shasta County, California"
7355,313900,21756,6089010601,"Census Tract 106.01, Shasta County, California"
7356,302500,21785,6089010602,"Census Tract 106.02, Shasta County, California"
7357,310300,41826,6089010603,"Census Tract 106.03, Shasta County, California"
7358,292700,29311,6089010702,"Census Tract 107.02, Shasta County, California"
7359,227800,16822,6089010703,"Census Tract 107.03, Shasta County, California"
7360,104900,44116,6089010704,"Census Tract 107.04, Shasta County, California"
7361,195500,8434,6089010803,"Census Tract 108.03, Shasta County, California"
7362,278600,17110,6089010804,"Census Tract 108.04, Shasta County, California"
7363,235100,16245,6089010805,"Census Tract 108.05, Shasta County, California"
7364,90000,17015,6089010806,"Census Tract 108.06, Shasta County, California"
7365,310400,22424,6089010807,"Census Tract 108.07, Shasta County, California"
7366,222200,30609,6089010900,"Census Tract 109, Shasta County, California"
7367,278000,18635,6089011001,"Census Tract 110.01, Shasta County, California"
7368,191200,20509,6089011002,"Census Tract 110.02, Shasta County, California"
7369,256100,23334,6089011100,"Census Tract 111, Shasta County, California"
7370,169900,19986,6089011209,"Census Tract 112.09, Shasta County, California"
7371,162000,6316,6089011300,"Census Tract 113, Shasta County, California"
7372,219100,13090,6089011401,"Census Tract 114.01, Shasta County, California"
7373,351400,35173,6089011402,"Census Tract 114.02, Shasta County, California"
7374,234300,14080,6089011403,"Census Tract 114.03, Shasta County, California"
7375,228300,41625,6089011500,"Census Tract 115, Shasta County, California"
7376,185000,12791,6089011600,"Census Tract 116, Shasta County, California"
7377,236500,17065,6089011701,"Census Tract 117.01, Shasta County, California"
7378,142200,20821,6089011702,"Census Tract 117.02, Shasta County, California"
7379,106200,21212,6089011703,"Census Tract 117.03, Shasta County, California"
7380,273400,19952,6089011801,"Census Tract 118.01, Shasta County, California"
7381,282300,13152,6089011802,"Census Tract 118.02, Shasta County, California"
7382,210800,35350,6089011803,"Census Tract 118.03, Shasta County, California"
7383,315800,29459,6089011900,"Census Tract 119, Shasta County, California"
7384,141100,11476,6089012000,"Census Tract 120, Shasta County, California"
7385,165000,10185,6089012101,"Census Tract 121.01, Shasta County, California"
7386,179400,55662,6089012102,"Census Tract 121.02, Shasta County, California"
7387,159200,25521,6089012200,"Census Tract 122, Shasta County, California"
7388,149400,40773,6089012301,"Census Tract 123.01, Shasta County, California"
7389,209400,16952,6089012302,"Census Tract 123.02, Shasta County, California"
7390,228500,28729,6089012303,"Census Tract 123.03, Shasta County, California"
7391,248500,22269,6089012400,"Census Tract 124, Shasta County, California"
7392,240400,44321,6089012500,"Census Tract 125, Shasta County, California"
7393,233500,20296,6089012601,"Census Tract 126.01, Shasta County, California"
7394,200600,40347,6089012603,"Census Tract 126.03, Shasta County, California"
